"","ID","Age","flights","duration","max","Treatment","colonie","Date"
"L 4817.7647","L 4817",22,2,153.8,23,"pesticide","L",2016-06-17
"L 4817.7648","L 4817",23,4,385.249999999999,23,"pesticide","L",2016-06-17
"L 4818.7666","L 4818",6,1,4.63333333333333,32,"pesticide","L",2016-06-26
"L 4818.7667","L 4818",7,0,0,32,"pesticide","L",2016-06-26
"L 4818.7668","L 4818",8,0,0,32,"pesticide","L",2016-06-26
"L 4818.7669","L 4818",9,1,3.6,32,"pesticide","L",2016-06-26
"L 4818.7670","L 4818",10,0,0,32,"pesticide","L",2016-06-26
"L 4818.7671","L 4818",11,1,2.71666666666667,32,"pesticide","L",2016-06-26
"L 4818.7672","L 4818",12,1,2.85,32,"pesticide","L",2016-06-26
"L 4818.7673","L 4818",13,1,4.3,32,"pesticide","L",2016-06-26
"L 4818.7674","L 4818",14,0,0,32,"pesticide","L",2016-06-26
"L 4818.7675","L 4818",15,0,0,32,"pesticide","L",2016-06-26
"L 4818.7676","L 4818",16,2,5.15,32,"pesticide","L",2016-06-26
"L 4818.7677","L 4818",17,2,21.5666666666667,32,"pesticide","L",2016-06-26
"L 4818.7678","L 4818",18,2,163.5,32,"pesticide","L",2016-06-26
"L 4818.7679","L 4818",19,4,106.116666666667,32,"pesticide","L",2016-06-26
"L 4818.7680","L 4818",20,3,125.3,32,"pesticide","L",2016-06-26
"L 4818.7681","L 4818",21,3,266.666666666666,32,"pesticide","L",2016-06-26
"L 4818.7682","L 4818",22,0,0,32,"pesticide","L",2016-06-26
"L 4818.7683","L 4818",23,1,106.633333333333,32,"pesticide","L",2016-06-26
"L 4818.7684","L 4818",24,1,103.066666666667,32,"pesticide","L",2016-06-26
"L 4818.7685","L 4818",25,0,0,32,"pesticide","L",2016-06-26
"L 4818.7686","L 4818",26,3,324.05,32,"pesticide","L",2016-06-26
"L 4818.7687","L 4818",27,2,310.283333333334,32,"pesticide","L",2016-06-26
"L 4818.7688","L 4818",28,2,328.966666666666,32,"pesticide","L",2016-06-26
"L 4818.7689","L 4818",29,2,292.183333333333,32,"pesticide","L",2016-06-26
"L 4818.7690","L 4818",30,4,555.966666666666,32,"pesticide","L",2016-06-26
"L 4818.7691","L 4818",31,1,158.866666666667,32,"pesticide","L",2016-06-26
"L 4818.7692","L 4818",32,1,121.65,32,"pesticide","L",2016-06-26
"L 4819.7701","L 4819",6,2,8.58333333333333,14,"pesticide","L",2016-06-08
"L 4819.7702","L 4819",7,2,6.13333333333334,14,"pesticide","L",2016-06-08
"L 4819.7703","L 4819",8,3,32.0166666666667,14,"pesticide","L",2016-06-08
"L 4819.7704","L 4819",9,4,9.88333333333334,14,"pesticide","L",2016-06-08
"L 4819.7705","L 4819",10,2,218.116666666667,14,"pesticide","L",2016-06-08
"L 4819.7706","L 4819",11,3,257.583333333333,14,"pesticide","L",2016-06-08
"L 4819.7707","L 4819",12,2,267.233333333334,14,"pesticide","L",2016-06-08
"L 4819.7708","L 4819",13,3,411.816666666667,14,"pesticide","L",2016-06-08
"L 4819.7709","L 4819",14,4,287.966666666667,14,"pesticide","L",2016-06-08
"L 4821.7771","L 4821",6,0,0,31,"pesticide","L",2016-06-25
"L 4821.7772","L 4821",7,0,0,31,"pesticide","L",2016-06-25
"L 4821.7773","L 4821",8,0,0,31,"pesticide","L",2016-06-25
"L 4821.7774","L 4821",9,1,4.3,31,"pesticide","L",2016-06-25
"L 4821.7775","L 4821",10,0,0,31,"pesticide","L",2016-06-25
"L 4821.7776","L 4821",11,0,0,31,"pesticide","L",2016-06-25
"L 4821.7777","L 4821",12,0,0,31,"pesticide","L",2016-06-25
"L 4821.7778","L 4821",13,1,3.45,31,"pesticide","L",2016-06-25
"L 4821.7779","L 4821",14,0,0,31,"pesticide","L",2016-06-25
"L 4821.7780","L 4821",15,0,0,31,"pesticide","L",2016-06-25
"L 4821.7781","L 4821",16,1,3.7,31,"pesticide","L",2016-06-25
"L 4821.7782","L 4821",17,1,2.4,31,"pesticide","L",2016-06-25
"L 4821.7783","L 4821",18,1,4.1,31,"pesticide","L",2016-06-25
"L 4821.7784","L 4821",19,2,124.183333333333,31,"pesticide","L",2016-06-25
"L 4821.7785","L 4821",20,2,204.75,31,"pesticide","L",2016-06-25
"L 4821.7786","L 4821",21,4,419.45,31,"pesticide","L",2016-06-25
"L 4821.7787","L 4821",22,2,203.983333333334,31,"pesticide","L",2016-06-25
"L 4821.7788","L 4821",23,1,98.1833333333333,31,"pesticide","L",2016-06-25
"L 4821.7789","L 4821",24,1,48.1,31,"pesticide","L",2016-06-25
"L 4821.7790","L 4821",25,0,0,31,"pesticide","L",2016-06-25
"L 4821.7791","L 4821",26,2,226.4,31,"pesticide","L",2016-06-25
"L 4821.7792","L 4821",27,2,206.366666666667,31,"pesticide","L",2016-06-25
"L 4821.7793","L 4821",28,1,100.733333333333,31,"pesticide","L",2016-06-25
"L 4821.7794","L 4821",29,1,127.2,31,"pesticide","L",2016-06-25
"L 4821.7795","L 4821",30,2,202.933333333334,31,"pesticide","L",2016-06-25
"L 4821.7796","L 4821",31,2,318.65,31,"pesticide","L",2016-06-25
"L 4823.7806","L 4823",6,0,0,15,"pesticide","L",2016-06-09
"L 4823.7807","L 4823",7,1,4.66666666666667,15,"pesticide","L",2016-06-09
"L 4823.7808","L 4823",8,3,51.4333333333334,15,"pesticide","L",2016-06-09
"L 4823.7809","L 4823",9,5,179.75,15,"pesticide","L",2016-06-09
"L 4823.7810","L 4823",10,5,120.616666666667,15,"pesticide","L",2016-06-09
"L 4823.7811","L 4823",11,3,132.916666666667,15,"pesticide","L",2016-06-09
"L 4823.7812","L 4823",12,9,355.016666666667,15,"pesticide","L",2016-06-09
"L 4823.7813","L 4823",13,9,434.366666666667,15,"pesticide","L",2016-06-09
"L 4823.7814","L 4823",14,5,495.416666666666,15,"pesticide","L",2016-06-09
"L 4823.7815","L 4823",15,1,68.3,15,"pesticide","L",2016-06-09
"L 4824.7841","L 4824",6,0,0,22,"pesticide","L",2016-06-16
"L 4824.7842","L 4824",7,0,0,22,"pesticide","L",2016-06-16
"L 4824.7843","L 4824",8,1,8.73333333333333,22,"pesticide","L",2016-06-16
"L 4824.7844","L 4824",9,2,5.81666666666667,22,"pesticide","L",2016-06-16
"L 4824.7845","L 4824",10,2,88.8833333333334,22,"pesticide","L",2016-06-16
"L 4824.7846","L 4824",11,5,99.1666666666667,22,"pesticide","L",2016-06-16
"L 4824.7847","L 4824",12,6,198.716666666667,22,"pesticide","L",2016-06-16
"L 4824.7848","L 4824",13,4,299.933333333333,22,"pesticide","L",2016-06-16
"L 4824.7849","L 4824",14,3,208.716666666666,22,"pesticide","L",2016-06-16
"L 4824.7850","L 4824",15,0,0,22,"pesticide","L",2016-06-16
"L 4824.7851","L 4824",16,4,382.433333333333,22,"pesticide","L",2016-06-16
"L 4824.7852","L 4824",17,3,259.616666666667,22,"pesticide","L",2016-06-16
"L 4824.7853","L 4824",18,5,450.55,22,"pesticide","L",2016-06-16
"L 4824.7854","L 4824",19,3,182.616666666667,22,"pesticide","L",2016-06-16
"L 4824.7855","L 4824",20,2,166.85,22,"pesticide","L",2016-06-16
"L 4824.7856","L 4824",21,1,73.2166666666667,22,"pesticide","L",2016-06-16
"L 4824.7857","L 4824",22,2,223.433333333333,22,"pesticide","L",2016-06-16
"L 4825.7876","L 4825",6,0,0,13,"pesticide","L",2016-06-07
"L 4825.7877","L 4825",7,2,85.5,13,"pesticide","L",2016-06-07
"L 4825.7878","L 4825",8,2,58.9833333333333,13,"pesticide","L",2016-06-07
"L 4825.7879","L 4825",9,1,102.6,13,"pesticide","L",2016-06-07
"L 4825.7880","L 4825",10,3,156.133333333333,13,"pesticide","L",2016-06-07
"L 4825.7881","L 4825",11,3,333.733333333333,13,"pesticide","L",2016-06-07
"L 4825.7882","L 4825",12,1,120.883333333333,13,"pesticide","L",2016-06-07
"L 4825.7883","L 4825",13,1,112.316666666667,13,"pesticide","L",2016-06-07
"L 4826.7911","L 4826",6,0,0,23,"pesticide","L",2016-06-17
"L 4826.7912","L 4826",7,1,5.56666666666667,23,"pesticide","L",2016-06-17
"L 4826.7913","L 4826",8,0,0,23,"pesticide","L",2016-06-17
"L 4826.7914","L 4826",9,0,0,23,"pesticide","L",2016-06-17
"L 4826.7915","L 4826",10,0,0,23,"pesticide","L",2016-06-17
"L 4826.7916","L 4826",11,1,3.73333333333333,23,"pesticide","L",2016-06-17
"L 4826.7917","L 4826",12,0,0,23,"pesticide","L",2016-06-17
"L 4826.7918","L 4826",13,0,0,23,"pesticide","L",2016-06-17
"L 4826.7919","L 4826",14,0,0,23,"pesticide","L",2016-06-17
"L 4826.7920","L 4826",15,0,0,23,"pesticide","L",2016-06-17
"L 4826.7921","L 4826",16,1,3.11666666666667,23,"pesticide","L",2016-06-17
"L 4826.7922","L 4826",17,1,2.9,23,"pesticide","L",2016-06-17
"L 4826.7923","L 4826",18,1,2.83333333333333,23,"pesticide","L",2016-06-17
"L 4826.7924","L 4826",19,2,6.25,23,"pesticide","L",2016-06-17
"L 4826.7925","L 4826",20,2,48.4166666666666,23,"pesticide","L",2016-06-17
"L 4826.7926","L 4826",21,3,209.85,23,"pesticide","L",2016-06-17
"L 4826.7927","L 4826",22,0,0,23,"pesticide","L",2016-06-17
"L 4826.7928","L 4826",23,1,56.5,23,"pesticide","L",2016-06-17
"L 4828.7946","L 4828",6,0,0,30,"pesticide","L",2016-06-24
"L 4828.7947","L 4828",7,1,6.26666666666667,30,"pesticide","L",2016-06-24
"L 4828.7948","L 4828",8,0,0,30,"pesticide","L",2016-06-24
"L 4828.7949","L 4828",9,0,0,30,"pesticide","L",2016-06-24
"L 4828.7950","L 4828",10,0,0,30,"pesticide","L",2016-06-24
"L 4828.7951","L 4828",11,0,0,30,"pesticide","L",2016-06-24
"L 4828.7952","L 4828",12,0,0,30,"pesticide","L",2016-06-24
"L 4828.7953","L 4828",13,1,3.45,30,"pesticide","L",2016-06-24
"L 4828.7954","L 4828",14,0,0,30,"pesticide","L",2016-06-24
"L 4828.7955","L 4828",15,0,0,30,"pesticide","L",2016-06-24
"L 4828.7956","L 4828",16,1,4.26666666666667,30,"pesticide","L",2016-06-24
"L 4828.7957","L 4828",17,1,1.7,30,"pesticide","L",2016-06-24
"L 4828.7958","L 4828",18,0,0,30,"pesticide","L",2016-06-24
"L 4828.7959","L 4828",19,2,47.7166666666667,30,"pesticide","L",2016-06-24
"L 4828.7960","L 4828",20,1,1.5,30,"pesticide","L",2016-06-24
"L 4828.7961","L 4828",21,2,102.133333333334,30,"pesticide","L",2016-06-24
"L 4828.7962","L 4828",22,0,0,30,"pesticide","L",2016-06-24
"L 4828.7963","L 4828",23,3,242.366666666667,30,"pesticide","L",2016-06-24
"L 4828.7964","L 4828",24,1,48.75,30,"pesticide","L",2016-06-24
"L 4828.7965","L 4828",25,0,0,30,"pesticide","L",2016-06-24
"L 4828.7966","L 4828",26,4,351.05,30,"pesticide","L",2016-06-24
"L 4828.7967","L 4828",27,1,55.9833333333333,30,"pesticide","L",2016-06-24
"L 4828.7968","L 4828",28,1,48.7,30,"pesticide","L",2016-06-24
"L 4828.7969","L 4828",29,1,167.466666666667,30,"pesticide","L",2016-06-24
"L 4828.7970","L 4828",30,1,114.733333333333,30,"pesticide","L",2016-06-24
"L 4829.7981","L 4829",6,0,0,24,"pesticide","L",2016-06-18
"L 4829.7982","L 4829",7,1,3.66666666666667,24,"pesticide","L",2016-06-18
"L 4829.7983","L 4829",8,1,2.95,24,"pesticide","L",2016-06-18
"L 4829.7984","L 4829",9,3,45.1833333333333,24,"pesticide","L",2016-06-18
"L 4829.7985","L 4829",10,2,51.4666666666667,24,"pesticide","L",2016-06-18
"L 4829.7986","L 4829",11,3,64.0499999999999,24,"pesticide","L",2016-06-18
"L 4829.7987","L 4829",12,2,196.55,24,"pesticide","L",2016-06-18
"L 4829.7988","L 4829",13,0,0,24,"pesticide","L",2016-06-18
"L 4829.7989","L 4829",14,2,135.216666666667,24,"pesticide","L",2016-06-18
"L 4829.7990","L 4829",15,0,0,24,"pesticide","L",2016-06-18
"L 4829.7991","L 4829",16,2,327.033333333334,24,"pesticide","L",2016-06-18
"L 4829.7992","L 4829",17,1,139.633333333333,24,"pesticide","L",2016-06-18
"L 4829.7993","L 4829",18,2,170.533333333333,24,"pesticide","L",2016-06-18
"L 4829.7994","L 4829",19,1,143.633333333333,24,"pesticide","L",2016-06-18
"L 4829.7995","L 4829",20,2,240.733333333334,24,"pesticide","L",2016-06-18
"L 4829.7996","L 4829",21,1,140.416666666667,24,"pesticide","L",2016-06-18
"L 4829.7997","L 4829",22,3,177.65,24,"pesticide","L",2016-06-18
"L 4829.7998","L 4829",23,3,419.766666666666,24,"pesticide","L",2016-06-18
"L 4829.7999","L 4829",24,3,255.566666666666,24,"pesticide","L",2016-06-18
"L 4833.8016","L 4833",6,0,0,31,"pesticide","L",2016-06-25
"L 4833.8017","L 4833",7,1,3.18333333333333,31,"pesticide","L",2016-06-25
"L 4833.8018","L 4833",8,1,3.56666666666667,31,"pesticide","L",2016-06-25
"L 4833.8019","L 4833",9,1,3.45,31,"pesticide","L",2016-06-25
"L 4833.8020","L 4833",10,1,2.85,31,"pesticide","L",2016-06-25
"L 4833.8021","L 4833",11,1,3.46666666666667,31,"pesticide","L",2016-06-25
"L 4833.8022","L 4833",12,5,190.366666666667,31,"pesticide","L",2016-06-25
"L 4833.8023","L 4833",13,2,259.8,31,"pesticide","L",2016-06-25
"L 4833.8024","L 4833",14,8,269.216666666666,31,"pesticide","L",2016-06-25
"L 4833.8025","L 4833",15,0,0,31,"pesticide","L",2016-06-25
"L 4833.8026","L 4833",16,5,71.05,31,"pesticide","L",2016-06-25
"L 4833.8027","L 4833",17,4,83.4000000000001,31,"pesticide","L",2016-06-25
"L 4833.8028","L 4833",18,6,227.266666666667,31,"pesticide","L",2016-06-25
"L 4833.8029","L 4833",19,3,115.133333333333,31,"pesticide","L",2016-06-25
"L 4833.8030","L 4833",20,6,148.433333333333,31,"pesticide","L",2016-06-25
"L 4833.8031","L 4833",21,4,172.083333333333,31,"pesticide","L",2016-06-25
"L 4833.8032","L 4833",22,3,121.3,31,"pesticide","L",2016-06-25
"L 4833.8033","L 4833",23,3,156.766666666667,31,"pesticide","L",2016-06-25
"L 4833.8034","L 4833",24,1,53.0166666666667,31,"pesticide","L",2016-06-25
"L 4833.8035","L 4833",25,0,0,31,"pesticide","L",2016-06-25
"L 4833.8036","L 4833",26,5,322.133333333333,31,"pesticide","L",2016-06-25
"L 4833.8037","L 4833",27,5,161.583333333333,31,"pesticide","L",2016-06-25
"L 4833.8038","L 4833",28,3,202.633333333333,31,"pesticide","L",2016-06-25
"L 4833.8039","L 4833",29,2,113.333333333333,31,"pesticide","L",2016-06-25
"L 4833.8040","L 4833",30,1,216.866666666667,31,"pesticide","L",2016-06-25
"L 4833.8041","L 4833",31,1,186.783333333333,31,"pesticide","L",2016-06-25
"L 4834.8051","L 4834",6,0,0,29,"pesticide","L",2016-06-23
"L 4834.8052","L 4834",7,0,0,29,"pesticide","L",2016-06-23
"L 4834.8053","L 4834",8,1,7.11666666666667,29,"pesticide","L",2016-06-23
"L 4834.8054","L 4834",9,0,0,29,"pesticide","L",2016-06-23
"L 4834.8055","L 4834",10,0,0,29,"pesticide","L",2016-06-23
"L 4834.8056","L 4834",11,1,3.18333333333333,29,"pesticide","L",2016-06-23
"L 4834.8057","L 4834",12,0,0,29,"pesticide","L",2016-06-23
"L 4834.8058","L 4834",13,0,0,29,"pesticide","L",2016-06-23
"L 4834.8059","L 4834",14,2,34.9666666666666,29,"pesticide","L",2016-06-23
"L 4834.8060","L 4834",15,1,2.16666666666667,29,"pesticide","L",2016-06-23
"L 4834.8061","L 4834",16,2,101.716666666667,29,"pesticide","L",2016-06-23
"L 4834.8062","L 4834",17,3,30.2666666666667,29,"pesticide","L",2016-06-23
"L 4834.8063","L 4834",18,2,133.466666666667,29,"pesticide","L",2016-06-23
"L 4834.8064","L 4834",19,5,386.816666666667,29,"pesticide","L",2016-06-23
"L 4834.8065","L 4834",20,3,347.383333333333,29,"pesticide","L",2016-06-23
"L 4834.8066","L 4834",21,2,218.466666666667,29,"pesticide","L",2016-06-23
"L 4834.8067","L 4834",22,0,0,29,"pesticide","L",2016-06-23
"L 4834.8068","L 4834",23,0,0,29,"pesticide","L",2016-06-23
"L 4834.8069","L 4834",24,1,147.933333333333,29,"pesticide","L",2016-06-23
"L 4834.8070","L 4834",25,0,0,29,"pesticide","L",2016-06-23
"L 4834.8071","L 4834",26,3,267.799999999999,29,"pesticide","L",2016-06-23
"L 4834.8072","L 4834",27,2,226.683333333334,29,"pesticide","L",2016-06-23
"L 4834.8073","L 4834",28,2,364.15,29,"pesticide","L",2016-06-23
"L 4834.8074","L 4834",29,1,140.966666666667,29,"pesticide","L",2016-06-23
"L 4835.8086","L 4835",6,0,0,19,"pesticide","L",2016-06-13
"L 4835.8087","L 4835",7,0,0,19,"pesticide","L",2016-06-13
"L 4835.8088","L 4835",8,1,17.0333333333333,19,"pesticide","L",2016-06-13
"L 4835.8089","L 4835",9,0,0,19,"pesticide","L",2016-06-13
"L 4835.8090","L 4835",10,0,0,19,"pesticide","L",2016-06-13
"L 4835.8091","L 4835",11,1,7.7,19,"pesticide","L",2016-06-13
"L 4835.8092","L 4835",12,0,0,19,"pesticide","L",2016-06-13
"L 4835.8093","L 4835",13,1,9.21666666666667,19,"pesticide","L",2016-06-13
"L 4835.8094","L 4835",14,1,4.05,19,"pesticide","L",2016-06-13
"L 4835.8095","L 4835",15,2,13.85,19,"pesticide","L",2016-06-13
"L 4835.8096","L 4835",16,5,128.95,19,"pesticide","L",2016-06-13
"L 4835.8097","L 4835",17,8,290.65,19,"pesticide","L",2016-06-13
"L 4835.8098","L 4835",18,4,92.5333333333333,19,"pesticide","L",2016-06-13
"L 4835.8099","L 4835",19,3,159.4,19,"pesticide","L",2016-06-13
"L 4838.8121","L 4838",6,0,0,24,"pesticide","L",2016-06-18
"L 4838.8122","L 4838",7,0,0,24,"pesticide","L",2016-06-18
"L 4838.8123","L 4838",8,0,0,24,"pesticide","L",2016-06-18
"L 4838.8124","L 4838",9,0,0,24,"pesticide","L",2016-06-18
"L 4838.8125","L 4838",10,0,0,24,"pesticide","L",2016-06-18
"L 4838.8126","L 4838",11,1,4.5,24,"pesticide","L",2016-06-18
"L 4838.8127","L 4838",12,0,0,24,"pesticide","L",2016-06-18
"L 4838.8128","L 4838",13,0,0,24,"pesticide","L",2016-06-18
"L 4838.8129","L 4838",14,1,5.05,24,"pesticide","L",2016-06-18
"L 4838.8130","L 4838",15,0,0,24,"pesticide","L",2016-06-18
"L 4838.8131","L 4838",16,3,10.55,24,"pesticide","L",2016-06-18
"L 4838.8132","L 4838",17,3,144.833333333333,24,"pesticide","L",2016-06-18
"L 4838.8133","L 4838",18,2,263.25,24,"pesticide","L",2016-06-18
"L 4838.8134","L 4838",19,4,557.966666666667,24,"pesticide","L",2016-06-18
"L 4838.8135","L 4838",20,3,396.8,24,"pesticide","L",2016-06-18
"L 4838.8136","L 4838",21,2,380.133333333334,24,"pesticide","L",2016-06-18
"L 4838.8137","L 4838",22,0,0,24,"pesticide","L",2016-06-18
"L 4838.8138","L 4838",23,2,274.766666666667,24,"pesticide","L",2016-06-18
"L 4838.8139","L 4838",24,3,129.75,24,"pesticide","L",2016-06-18
"L 4840.8156","L 4840",6,1,5.51666666666667,14,"pesticide","L",2016-06-08
"L 4840.8157","L 4840",7,2,6.45,14,"pesticide","L",2016-06-08
"L 4840.8158","L 4840",8,0,0,14,"pesticide","L",2016-06-08
"L 4840.8159","L 4840",9,1,14.9,14,"pesticide","L",2016-06-08
"L 4840.8160","L 4840",10,2,20.2666666666666,14,"pesticide","L",2016-06-08
"L 4840.8161","L 4840",11,4,334.716666666667,14,"pesticide","L",2016-06-08
"L 4840.8162","L 4840",12,5,227.716666666667,14,"pesticide","L",2016-06-08
"L 4840.8163","L 4840",13,2,180.983333333334,14,"pesticide","L",2016-06-08
"L 4840.8164","L 4840",14,2,218.35,14,"pesticide","L",2016-06-08
"L 4841","L 4841",6,1,9.58333333333333,6,"pesticide","L",2016-05-31
"L 4842.8226","L 4842",6,0,0,34,"pesticide","L",2016-06-28
"L 4842.8227","L 4842",7,0,0,34,"pesticide","L",2016-06-28
"L 4842.8228","L 4842",8,1,4.21666666666667,34,"pesticide","L",2016-06-28
"L 4842.8229","L 4842",9,0,0,34,"pesticide","L",2016-06-28
"L 4842.8230","L 4842",10,0,0,34,"pesticide","L",2016-06-28
"L 4842.8231","L 4842",11,1,3.68333333333333,34,"pesticide","L",2016-06-28
"L 4842.8232","L 4842",12,0,0,34,"pesticide","L",2016-06-28
"L 4842.8233","L 4842",13,1,4,34,"pesticide","L",2016-06-28
"L 4842.8234","L 4842",14,0,0,34,"pesticide","L",2016-06-28
"L 4842.8235","L 4842",15,0,0,34,"pesticide","L",2016-06-28
"L 4842.8236","L 4842",16,0,0,34,"pesticide","L",2016-06-28
"L 4842.8237","L 4842",17,2,4.31666666666667,34,"pesticide","L",2016-06-28
"L 4842.8238","L 4842",18,0,0,34,"pesticide","L",2016-06-28
"L 4842.8239","L 4842",19,2,5.33333333333333,34,"pesticide","L",2016-06-28
"L 4842.8240","L 4842",20,2,87.1666666666666,34,"pesticide","L",2016-06-28
"L 4842.8241","L 4842",21,4,168.483333333333,34,"pesticide","L",2016-06-28
"L 4842.8242","L 4842",22,1,50.1833333333333,34,"pesticide","L",2016-06-28
"L 4842.8243","L 4842",23,2,137.716666666667,34,"pesticide","L",2016-06-28
"L 4842.8244","L 4842",24,1,40.8333333333333,34,"pesticide","L",2016-06-28
"L 4842.8245","L 4842",25,0,0,34,"pesticide","L",2016-06-28
"L 4842.8246","L 4842",26,4,210.866666666667,34,"pesticide","L",2016-06-28
"L 4842.8247","L 4842",27,2,98.9833333333333,34,"pesticide","L",2016-06-28
"L 4842.8248","L 4842",28,4,197.566666666667,34,"pesticide","L",2016-06-28
"L 4842.8249","L 4842",29,4,189.733333333333,34,"pesticide","L",2016-06-28
"L 4842.8250","L 4842",30,1,102.966666666667,34,"pesticide","L",2016-06-28
"L 4842.8251","L 4842",31,3,262.366666666667,34,"pesticide","L",2016-06-28
"L 4842.8252","L 4842",32,0,0,34,"pesticide","L",2016-06-28
"L 4842.8253","L 4842",33,1,107.533333333333,34,"pesticide","L",2016-06-28
"L 4842.8254","L 4842",34,1,57.05,34,"pesticide","L",2016-06-28
"L 4843.8261","L 4843",6,0,0,19,"pesticide","L",2016-06-13
"L 4843.8262","L 4843",7,1,5.5,19,"pesticide","L",2016-06-13
"L 4843.8263","L 4843",8,0,0,19,"pesticide","L",2016-06-13
"L 4843.8264","L 4843",9,1,5.95,19,"pesticide","L",2016-06-13
"L 4843.8265","L 4843",10,0,0,19,"pesticide","L",2016-06-13
"L 4843.8266","L 4843",11,2,7.51666666666667,19,"pesticide","L",2016-06-13
"L 4843.8267","L 4843",12,3,153.016666666667,19,"pesticide","L",2016-06-13
"L 4843.8268","L 4843",13,4,242.333333333333,19,"pesticide","L",2016-06-13
"L 4843.8269","L 4843",14,2,142.116666666667,19,"pesticide","L",2016-06-13
"L 4843.8270","L 4843",15,0,0,19,"pesticide","L",2016-06-13
"L 4843.8271","L 4843",16,3,213.45,19,"pesticide","L",2016-06-13
"L 4843.8272","L 4843",17,4,261.966666666667,19,"pesticide","L",2016-06-13
"L 4843.8273","L 4843",18,4,277.6,19,"pesticide","L",2016-06-13
"L 4843.8274","L 4843",19,1,83.9666666666667,19,"pesticide","L",2016-06-13
"L 4844.8296","L 4844",6,0,0,27,"pesticide","L",2016-06-21
"L 4844.8297","L 4844",7,0,0,27,"pesticide","L",2016-06-21
"L 4844.8298","L 4844",8,1,8.75,27,"pesticide","L",2016-06-21
"L 4844.8299","L 4844",9,0,0,27,"pesticide","L",2016-06-21
"L 4844.8300","L 4844",10,0,0,27,"pesticide","L",2016-06-21
"L 4844.8301","L 4844",11,0,0,27,"pesticide","L",2016-06-21
"L 4844.8302","L 4844",12,0,0,27,"pesticide","L",2016-06-21
"L 4844.8303","L 4844",13,0,0,27,"pesticide","L",2016-06-21
"L 4844.8304","L 4844",14,0,0,27,"pesticide","L",2016-06-21
"L 4844.8305","L 4844",15,0,0,27,"pesticide","L",2016-06-21
"L 4844.8306","L 4844",16,0,0,27,"pesticide","L",2016-06-21
"L 4844.8307","L 4844",17,1,4.81666666666667,27,"pesticide","L",2016-06-21
"L 4844.8308","L 4844",18,0,0,27,"pesticide","L",2016-06-21
"L 4844.8309","L 4844",19,5,44.9666666666666,27,"pesticide","L",2016-06-21
"L 4844.8310","L 4844",20,2,32.4666666666666,27,"pesticide","L",2016-06-21
"L 4844.8311","L 4844",21,3,194.65,27,"pesticide","L",2016-06-21
"L 4844.8312","L 4844",22,1,36.1833333333333,27,"pesticide","L",2016-06-21
"L 4844.8313","L 4844",23,3,261.5,27,"pesticide","L",2016-06-21
"L 4844.8314","L 4844",24,1,1.13333333333333,27,"pesticide","L",2016-06-21
"L 4844.8315","L 4844",25,0,0,27,"pesticide","L",2016-06-21
"L 4844.8316","L 4844",26,4,384.1,27,"pesticide","L",2016-06-21
"L 4844.8317","L 4844",27,1,151.466666666667,27,"pesticide","L",2016-06-21
"L 4845.8331","L 4845",6,1,5.3,27,"pesticide","L",2016-06-21
"L 4845.8332","L 4845",7,0,0,27,"pesticide","L",2016-06-21
"L 4845.8333","L 4845",8,2,7.3,27,"pesticide","L",2016-06-21
"L 4845.8334","L 4845",9,3,91.1166666666667,27,"pesticide","L",2016-06-21
"L 4845.8335","L 4845",10,5,107.933333333333,27,"pesticide","L",2016-06-21
"L 4845.8336","L 4845",11,3,124.216666666667,27,"pesticide","L",2016-06-21
"L 4845.8337","L 4845",12,3,206.433333333333,27,"pesticide","L",2016-06-21
"L 4845.8338","L 4845",13,3,70.3166666666667,27,"pesticide","L",2016-06-21
"L 4845.8339","L 4845",14,5,99.7,27,"pesticide","L",2016-06-21
"L 4845.8340","L 4845",15,1,6.35,27,"pesticide","L",2016-06-21
"L 4845.8341","L 4845",16,7,109.85,27,"pesticide","L",2016-06-21
"L 4845.8342","L 4845",17,6,206.683333333334,27,"pesticide","L",2016-06-21
"L 4845.8343","L 4845",18,4,89.4500000000001,27,"pesticide","L",2016-06-21
"L 4845.8344","L 4845",19,5,375.366666666667,27,"pesticide","L",2016-06-21
"L 4845.8345","L 4845",20,4,498.7,27,"pesticide","L",2016-06-21
"L 4845.8346","L 4845",21,3,328.349999999999,27,"pesticide","L",2016-06-21
"L 4845.8347","L 4845",22,2,9.28333333333334,27,"pesticide","L",2016-06-21
"L 4845.8348","L 4845",23,5,496.633333333333,27,"pesticide","L",2016-06-21
"L 4845.8349","L 4845",24,1,106.466666666667,27,"pesticide","L",2016-06-21
"L 4845.8350","L 4845",25,0,0,27,"pesticide","L",2016-06-21
"L 4845.8351","L 4845",26,1,200.833333333333,27,"pesticide","L",2016-06-21
"L 4845.8352","L 4845",27,1,208.116666666667,27,"pesticide","L",2016-06-21
"L 4846.8366","L 4846",6,2,8.65,14,"pesticide","L",2016-06-08
"L 4846.8367","L 4846",7,3,60.1333333333333,14,"pesticide","L",2016-06-08
"L 4846.8368","L 4846",8,4,161.033333333333,14,"pesticide","L",2016-06-08
"L 4846.8369","L 4846",9,3,97.7333333333334,14,"pesticide","L",2016-06-08
"L 4846.8370","L 4846",10,3,181.833333333333,14,"pesticide","L",2016-06-08
"L 4846.8371","L 4846",11,5,528.216666666667,14,"pesticide","L",2016-06-08
"L 4846.8372","L 4846",12,3,450.250000000001,14,"pesticide","L",2016-06-08
