ID,Age,flights,duration,Treatment
B4529 2 5,20,5,392.4667,control
B4531 2 5,1,0,0,control
B4531 2 5,2,0,0,control
B4531 2 5,3,0,0,control
B4531 2 5,4,0,0,control
B4531 2 5,5,0,0,control
B4531 2 5,6,0,0.1666667,control
B4531 2 5,7,1,42.86667,control
B4531 2 5,8,0,0.4333333,control
B4532 2 5,1,0,0,control
B4532 2 5,2,0,0,control
B4532 2 5,3,0,0,control
B4532 2 5,4,0,0,control
B4532 2 5,5,0,0,control
B4532 2 5,6,0,0,control
B4532 2 5,7,0,0,control
B4532 2 5,8,0,0,control
B4532 2 5,9,0,0,control
B4532 2 5,10,0,0,control
B4532 2 5,11,0,0,control
B4532 2 5,12,0,0,control
B4532 2 5,13,0,0,control
B4532 2 5,14,0,0,control
B4532 2 5,15,0,0,control
B4532 2 5,16,0,0.2166667,control
B4532 2 5,17,2,3.95,control
B4532 2 5,18,3,5.600001,control
B4532 2 5,19,1,9.4999997,control
B4532 2 5,20,1,1.4,control
B4532 2 5,21,0,0.4666667,control
B4534 2 5,1,0,0,control
B4534 2 5,2,0,0,control
B4534 2 5,3,0,0,control
B4534 2 5,4,1,5.5,control
B4534 2 5,5,0,0,control
B4534 2 5,6,0,0,control
B4534 2 5,7,0,0,control
B4534 2 5,8,0,0.08333333,control
B4534 2 5,9,0,0.5833333,control
B4534 2 5,10,1,1.716667,control
B4534 2 5,11,0,0,control
B4534 2 5,12,0,0.25,control
B4534 2 5,13,0,0.9833333,control
B4534 2 5,14,0,0.1666667,control
B4534 2 5,15,2,3.8000003,control
B4534 2 5,16,3,9.28333343,control
B4534 2 5,17,0,0,control
B4534 2 5,18,0,0,control
B4534 2 5,19,1,15.8333333,control
B4535 2 5,1,0,0,control
B4535 2 5,2,0,0,control
B4535 2 5,3,0,0,control
B4535 2 5,4,0,0,control
B4535 2 5,5,0,0,control
B4535 2 5,6,0,0,control
B4535 2 5,7,0,0,control
B4535 2 5,8,0,0,control
B4535 2 5,9,0,0,control
B4535 2 5,10,0,0,control
B4535 2 5,11,0,0.4,control
B4535 2 5,12,0,0.25,control
B4535 2 5,13,3,112.683333,control
B4535 2 5,14,2,15.216667,control
B4537 2 5,1,0,0,control
B4537 2 5,2,0,0,control
B4537 2 5,3,0,0,control
B4537 2 5,4,0,0,control
B4537 2 5,5,0,0.03333333,control
B4538 2 5,1,0,0,control
B4538 2 5,2,0,0,control
B4538 2 5,3,0,0,control
B4538 2 5,4,1,6.3,control
B4538 2 5,5,0,0,control
B4538 2 5,6,0,0,control
B4538 2 5,7,0,0,control
B4538 2 5,8,0,0,control
B4538 2 5,9,0,0,control
B4538 2 5,10,0,0,control
B4538 2 5,11,0,0,control
B4538 2 5,12,0,0,control
B4538 2 5,13,0,0,control
B4538 2 5,14,0,0,control
B4538 2 5,15,0,0,control
B4538 2 5,16,0,0.06666666,control
B4538 2 5,17,0,0,control
B4538 2 5,18,0,0,control
B4538 2 5,19,0,0,control
B4538 2 5,20,0,0,control
B4538 2 5,21,0,0,control
B4538 2 5,22,0,0,control
B4538 2 5,23,0,0,control
B4538 2 5,24,0,0.06666667,control
B4540 2 5,1,0,0,control
B4540 2 5,2,0,0,control
B4540 2 5,3,0,0,control
B4540 2 5,4,0,0,control
B4540 2 5,5,1,3.8,control
B4540 2 5,6,0,0,control
B4540 2 5,7,1,4.533333,control
B4540 2 5,8,1,3.616667,control
B4540 2 5,9,1,7.083333,control
B4540 2 5,10,0,0.3333333,control
B4540 2 5,11,0,0,control
B4540 2 5,12,1,1.683333,control
B4540 2 5,13,2,6.13333313,control
B4540 2 5,14,0,0.5166667,control
B4540 2 5,15,2,4.3333333,control
B4540 2 5,16,2,12.9499993,control
B4540 2 5,17,3,21.1333363,control
B4540 2 5,18,5,110.2166633,control
B4540 2 5,19,3,24.600004,control
B4540 2 5,20,3,250.8333667,control
B4540 2 5,21,4,234.94997,control
B4540 2 5,22,3,372.7501,control
B4540 2 5,23,5,540.0333667,control
B4540 2 5,24,4,472.05007,control
B4540 2 5,25,3,250.7,control
B4540 2 5,26,4,376.65003,control
B4541 2 5,1,0,0,control
B4541 2 5,2,0,0,control
B4541 2 5,3,0,0,control
B4541 2 5,4,0,0,control
B4541 2 5,5,1,1.933333,control
B4541 2 5,6,0,0,control
B4541 2 5,7,0,0,control
B4541 2 5,8,1,7.433333,control
B4542 2 5,1,0,0,control
B4542 2 5,2,0,0,control
B4542 2 5,3,0,0,control
B4542 2 5,4,1,2.2,control
B4544 2 5,1,0,0,control
B4544 2 5,2,0,0,control
B4544 2 5,3,0,0,control
B4544 2 5,4,0,0,control
B4544 2 5,5,0,0,control
B4544 2 5,6,0,0,control
B4544 2 5,7,0,0,control
B4544 2 5,8,0,0,control
B4544 2 5,9,0,0,control
B4544 2 5,10,0,0,control
B4544 2 5,11,0,0,control
B4544 2 5,12,0,0,control
B4544 2 5,13,0,0,control
B4544 2 5,14,0,0,control
B4544 2 5,15,0,0,control
B4544 2 5,16,0,0,control
B4544 2 5,17,0,0,control
B4544 2 5,18,0,0,control
B4544 2 5,19,0,0,control
B4544 2 5,20,0,0,control
B4544 2 5,21,0,0,control
B4544 2 5,22,0,0,control
B4544 2 5,23,0,0,control
B4544 2 5,24,0,0,control
B4544 2 5,25,0,0,control
B4544 2 5,26,0,0.2333333,control
B4546 2 5,1,0,0,control
B4546 2 5,2,0,0,control
B4546 2 5,3,0,0,control
B4546 2 5,4,0,0,control
B4546 2 5,5,1,1.75,control
B4546 2 5,6,3,203.8,control
B4546 2 5,7,1,208.7167,control
B4548 2 5,1,0,0,control
B4548 2 5,2,0,0,control
B4548 2 5,3,0,0,control
B4548 2 5,4,1,4.233333,control
B4548 2 5,5,0,0,control
B4548 2 5,6,2,8.05000067,control
B4548 2 5,7,1,9.216667,control
B4548 2 5,8,1,2.766667,control
B4548 2 5,9,0,1.85,control
B4548 2 5,10,0,0.3166667,control
B4548 2 5,11,3,11.416667,control
B4548 2 5,12,4,21.49999733,control
B4548 2 5,13,3,69.4666667,control
B4548 2 5,14,1,5.833333,control
B4548 2 5,15,0,0.7666667,control
B4548 2 5,16,3,132.0666667,control
B4548 2 5,17,8,160.916664,control
B4548 2 5,18,4,148.1833037,control
B4548 2 5,19,4,114.9000067,control
B4548 2 5,20,7,197.333327,control
B4548 2 5,21,2,25.866667,control
B4551 2 5,1,0,0,control
B4551 2 5,2,0,0,control
B4551 2 5,3,0,0,control
B4551 2 5,4,0,0,control
B4551 2 5,5,0,0.08333333,control
B4551 2 5,6,0,0,control
B4551 2 5,7,0,0,control
B4551 2 5,8,0,0,control
B4551 2 5,9,0,0,control
B4551 2 5,10,0,0,control
B4551 2 5,11,0,0,control
B4551 2 5,12,0,0.8166667,control
B4551 2 5,13,0,0,control
B4551 2 5,14,0,0,control
B4551 2 5,15,0,0.7,control
B4551 2 5,16,3,79.81667,control
B4551 2 5,17,0,0,control
B4551 2 5,18,8,48.6000003,control
B4554 2 5,1,0,0,control
B4554 2 5,2,0,0,control
B4554 2 5,3,0,0,control
B4554 2 5,4,1,3.5,control
B4554 2 5,5,2,7.233334,control
B4554 2 5,6,1,5.78333367,control
B4554 2 5,7,6,195.466673,control
B4555 2 5,1,0,0,control
B4555 2 5,2,0,0,control
B4555 2 5,3,0,0,control
B4555 2 5,4,0,0,control
B4555 2 5,5,1,9.433333,control
B4555 2 5,6,0,0,control
B4555 2 5,7,1,4.1,control
B4555 2 5,8,0,0,control
B4555 2 5,9,1,5.483333,control
B4555 2 5,10,0,0,control
B4555 2 5,11,0,0,control
B4555 2 5,12,0,0,control
B4555 2 5,13,0,0.15,control
B4555 2 5,14,0,0,control
B4555 2 5,15,0,1.1166666,control
B4555 2 5,16,0,0,control
B4555 2 5,17,0,0,control
B4555 2 5,18,2,8.11666597,control
B4555 2 5,19,5,40.75000357,control
B4555 2 5,20,10,36.16666647,control
B4556 2 5,1,0,0,control
B4556 2 5,2,0,0,control
B4556 2 5,3,0,0,control
B4556 2 5,4,1,6.8,control
B4556 2 5,5,4,136.31667,control
B4558 2 5,1,0,0,control
B4558 2 5,2,0,0,control
B4558 2 5,3,0,0,control
B4558 2 5,4,0,0,control
B4558 2 5,5,0,0,control
B4558 2 5,6,1,2.85,control
B4558 2 5,7,1,4.766667,control
B4558 2 5,8,1,6.283333,control
B4558 2 5,9,0,0,control
B4558 2 5,10,0,0,control
B4558 2 5,11,1,2.8,control
B4558 2 5,12,0,0,control
B4558 2 5,13,1,3.1000003,control
B4558 2 5,14,1,4.416667,control
B4558 2 5,15,0,0,control
B4558 2 5,16,0,0,control
B4558 2 5,17,1,3.083333,control
B4558 2 5,18,0,0.2666667,control
B4558 2 5,19,1,2.933333,control
B4558 2 5,20,1,2.416667,control
B4558 2 5,21,7,26.78333,control
B4558 2 5,22,1,2.816667,control
B4558 2 5,23,4,31.59999923,control
B4558 2 5,24,8,186.26667,control
B4558 2 5,25,7,333.33334,control
B4558 2 5,26,5,225.86666,control
B4559 2 5,1,0,0,control
B4559 2 5,2,0,0,control
B4559 2 5,3,0,0,control
B4559 2 5,4,0,0,control
B4559 2 5,5,0,0,control
B4559 2 5,6,1,10.7,control
B4559 2 5,7,0,0,control
B4559 2 5,8,0,0,control
B4559 2 5,9,0,0,control
B4559 2 5,10,0,0,control
B4559 2 5,11,0,0,control
B4559 2 5,12,0,0,control
B4559 2 5,13,0,0,control
B4559 2 5,14,0,0.9333333,control
B4559 2 5,15,1,2.7333334,control
B4559 2 5,16,1,2.1666667,control
B4559 2 5,17,1,4.066667,control
B4559 2 5,18,0,0.4166667,control
B4559 2 5,19,1,2.45,control
B4559 2 5,20,6,33.19999963,control
B4559 2 5,21,6,215.4666363,control
B4559 2 5,22,4,352.350067,control
B4559 2 5,23,2,30.483337,control
B4560 2 5,1,0,0,control
B4560 2 5,2,0,0,control
B4560 2 5,3,0,0,control
B4560 2 5,4,0,0,control
B4560 2 5,5,0,0,control
B4560 2 5,6,0,0,control
B4560 2 5,7,0,0,control
B4560 2 5,8,1,3.666667,control
B4560 2 5,9,0,0,control
B4560 2 5,10,1,3.116667,control
B4560 2 5,11,0,0,control
B4560 2 5,12,0,0,control
B4560 2 5,13,0,0,control
B4560 2 5,14,0,0,control
B4560 2 5,15,0,0,control
B4560 2 5,16,0,0,control
B4560 2 5,17,0,1.2666667,control
B4560 2 5,18,1,4.30000003,control
B4560 2 5,19,0,0,control
B4560 2 5,20,1,11.1000003,control
B4561 2 5,1,0,0,control
B4561 2 5,2,0,0,control
B4561 2 5,3,0,0,control
B4561 2 5,4,0,0,control
B4561 2 5,5,0,0,control
B4561 2 5,6,1,5.9,control
B4561 2 5,7,0,0,control
B4561 2 5,8,0,0,control
B4561 2 5,9,0,0,control
B4561 2 5,10,1,2.4,control
B4561 2 5,11,0,0,control
B4561 2 5,12,0,0.1333333,control
B4561 2 5,13,1,3.4333337,control
B4561 2 5,14,0,0,control
B4561 2 5,15,0,0,control
B4561 2 5,16,1,2.6,control
B4561 2 5,17,1,2.016667,control
B4561 2 5,18,9,27.46667133,control
B4561 2 5,19,2,174.5,control
B4561 2 5,20,6,410.0833334,control
B4561 2 5,21,8,491.61665,control
B4561 2 5,22,4,280.55,control
B4561 2 5,23,8,561.90001,control
B4561 2 5,24,6,376.63334,control
B4561 2 5,25,6,537.9999633,control
B4561 2 5,26,5,394.54997,control
B4564 2 5,1,0,0,control
B4564 2 5,2,0,0,control
B4564 2 5,3,0,0,control
B4564 2 5,4,0,0,control
B4564 2 5,5,0,0,control
B4564 2 5,6,0,0,control
B4564 2 5,7,0,0,control
B4564 2 5,8,0,0,control
B4564 2 5,9,0,0,control
B4564 2 5,10,0,0.15,control
B4564 2 5,11,0,0,control
B4564 2 5,12,0,0.1333333,control
B4564 2 5,13,1,58.71667,control
B4564 2 5,14,1,81.91667,control
B4564 2 5,15,0,0,control
B4564 2 5,16,0,0,control
B4564 2 5,17,0,0,control
B4564 2 5,18,0,0,control
B4564 2 5,19,0,0,control
B4564 2 5,20,0,0,control
B4564 2 5,21,0,0,control
B4564 2 5,22,0,0,control
B4564 2 5,23,0,0,control
B4564 2 5,24,0,0.7833333,control
B4565 2 5,1,0,0,control
B4565 2 5,2,0,0,control
B4565 2 5,3,0,0,control
B4565 2 5,4,0,0,control
B4565 2 5,5,1,4.5,control
B4565 2 5,6,0,0,control
B4565 2 5,7,3,128.8333403,control
B4565 2 5,8,4,258.35,control
B4565 2 5,9,3,333.51673,control
B4565 2 5,10,2,197.16667,control
B4870 2 5,1,0,0,pesticide
B4870 2 5,2,0,0,pesticide
B4870 2 5,3,0,0,pesticide
B4870 2 5,4,0,0.1,pesticide
B4875 2 5,1,0,0,pesticide
B4875 2 5,2,0,0,pesticide
B4875 2 5,3,0,0,pesticide
B4875 2 5,4,0,0,pesticide
B4875 2 5,5,0,0,pesticide
B4875 2 5,6,0,0,pesticide
B4875 2 5,7,0,0,pesticide
B4875 2 5,8,0,0,pesticide
B4875 2 5,9,0,0,pesticide
B4875 2 5,10,0,0,pesticide
B4875 2 5,11,0,0,pesticide
B4875 2 5,12,0,0.7666667,pesticide
B4875 2 5,13,0,0.6833333,pesticide
B4875 2 5,14,0,0,pesticide
B4875 2 5,15,0,0,pesticide
B4875 2 5,16,1,3.266667,pesticide
B4875 2 5,17,1,1.4500003,pesticide
B4877 2 5,1,0,0,pesticide
B4877 2 5,2,0,0,pesticide
B4877 2 5,3,0,0,pesticide
B4877 2 5,4,0,0,pesticide
B4877 2 5,5,0,0,pesticide
B4877 2 5,6,1,4.766667,pesticide
B4880 2 5,1,0,0,pesticide
B4880 2 5,2,0,0,pesticide
B4880 2 5,3,0,0,pesticide
B4880 2 5,4,0,0,pesticide
B4880 2 5,5,0,0,pesticide
B4880 2 5,6,1,7.016667,pesticide
B4880 2 5,7,0,0,pesticide
B4880 2 5,8,0,0.30000004,pesticide
B4880 2 5,9,0,0,pesticide
B4880 2 5,10,1,1.833333,pesticide
B4880 2 5,11,0,0.01666667,pesticide
B4880 2 5,12,0,0,pesticide
B4880 2 5,13,0,0.05,pesticide
B4880 2 5,14,0,0,pesticide
B4880 2 5,15,1,16.6,pesticide
B4890 2 5,1,0,0,pesticide
B4890 2 5,2,0,0,pesticide
B4890 2 5,3,0,0,pesticide
B4890 2 5,4,0,0,pesticide
B4890 2 5,5,0,0,pesticide
B4890 2 5,6,0,0,pesticide
B4890 2 5,7,0,0,pesticide
B4890 2 5,8,1,191.65,pesticide
B4891 2 5,1,0,0,pesticide
B4891 2 5,2,0,0,pesticide
B4891 2 5,3,0,0,pesticide
B4891 2 5,4,0,0,pesticide
B4891 2 5,5,0,0,pesticide
B4891 2 5,6,1,1.483333,pesticide
B4891 2 5,7,0,0,pesticide
B4891 2 5,8,1,4.9,pesticide
B4893 2 5,1,0,0,pesticide
B4893 2 5,2,0,0,pesticide
B4893 2 5,3,0,0,pesticide
B4893 2 5,4,0,0,pesticide
B4893 2 5,5,1,3.6666663,pesticide
B4893 2 5,6,2,5.833333,pesticide
B4893 2 5,7,2,159.5332997,pesticide
B4900 2 5,1,0,0,pesticide
B4900 2 5,2,0,0,pesticide
B4900 2 5,3,0,0,pesticide
B4900 2 5,4,0,0,pesticide
B4900 2 5,5,0,0,pesticide
B4900 2 5,6,0,0,pesticide
B4900 2 5,7,2,5.483334,pesticide
B4900 2 5,8,1,6.75,pesticide
B4900 2 5,9,1,8.416667,pesticide
B4903 2 5,1,0,0,pesticide
B4903 2 5,2,0,0,pesticide
B4903 2 5,3,0,0,pesticide
B4903 2 5,4,0,0,pesticide
B4903 2 5,5,0,0,pesticide
B4903 2 5,6,1,2.55,pesticide
B4903 2 5,7,1,1.1,pesticide
B4903 2 5,8,0,1.7333333,pesticide
B4903 2 5,9,2,26.016667,pesticide
B4905 2 5,1,0,0,pesticide
B4905 2 5,2,0,0,pesticide
B4905 2 5,3,0,0,pesticide
B4905 2 5,4,0,0,pesticide
B4905 2 5,5,2,4.716667,pesticide
B4905 2 5,6,1,2.2833337,pesticide
B4905 2 5,7,9,19.65000066,pesticide
B4905 2 5,8,1,1.6,pesticide
B4907 2 5,1,0,0,pesticide
B4907 2 5,2,0,0,pesticide
B4907 2 5,3,0,0,pesticide
B4907 2 5,4,0,0,pesticide
B4907 2 5,5,0,0,pesticide
B4907 2 5,6,1,4.866667,pesticide
B4907 2 5,7,1,4.166667,pesticide
B4907 2 5,8,7,255.0166797,pesticide
B4907 2 5,9,11,582.34999,pesticide
B4907 2 5,10,3,276.4333267,pesticide
B4908 2 5,1,0,0,pesticide
B4908 2 5,2,0,0,pesticide
B4908 2 5,3,0,0,pesticide
B4908 2 5,4,0,0,pesticide
B4908 2 5,5,0,0,pesticide
B4908 2 5,6,0,0,pesticide
B4908 2 5,7,0,0,pesticide
B4908 2 5,8,0,0,pesticide
B4908 2 5,9,0,0,pesticide
B4908 2 5,10,0,0,pesticide
B4908 2 5,11,0,0,pesticide
B4908 2 5,12,0,0,pesticide
B4908 2 5,13,0,0,pesticide
B4908 2 5,14,0,0,pesticide
B4908 2 5,15,0,0,pesticide
B4908 2 5,16,0,0,pesticide
B4908 2 5,17,0,0.5166667,pesticide
B4908 2 5,18,2,7.41666733,pesticide
B4908 2 5,19,1,3.66666707,pesticide
B4908 2 5,20,0,1.2166667,pesticide
B4914 2 5,1,0,0,pesticide
B4914 2 5,2,0,0,pesticide
B4914 2 5,3,0,0,pesticide
B4914 2 5,4,0,0,pesticide
B4914 2 5,5,1,1.9,pesticide
B4915 2 5,1,0,0,pesticide
B4915 2 5,2,0,0,pesticide
B4915 2 5,3,0,0,pesticide
B4915 2 5,4,1,10.48333,pesticide
B4915 2 5,5,3,47.616663,pesticide
B4915 2 5,6,2,237.1333,pesticide
B4920 2 5,1,0,0,pesticide
B4920 2 5,2,0,0,pesticide
B4920 2 5,3,0,0,pesticide
B4920 2 5,4,0,0.01666667,pesticide
B4920 2 5,5,0,0,pesticide
B4920 2 5,6,2,3.166667,pesticide
B4927 2 5,1,0,0,pesticide
B4927 2 5,2,0,0,pesticide
B4927 2 5,3,0,0,pesticide
B4927 2 5,4,0,0,pesticide
B4927 2 5,5,0,0,pesticide
B4927 2 5,6,0,0,pesticide
B4927 2 5,7,0,0,pesticide
B4927 2 5,8,0,0,pesticide
B4927 2 5,9,0,0,pesticide
B4927 2 5,10,0,0,pesticide
B4927 2 5,11,1,6.333333,pesticide
B5000 2 4,1,0,0,control
B5000 2 4,2,0,0,control
B5000 2 4,3,0,0,control
B5000 2 4,4,0,0,control
B5000 2 4,5,0,0,control
B5000 2 4,6,1,2.016667,control
B5000 2 4,7,0,0,control
B5000 2 4,8,1,2.1,control
B5000 2 4,9,0,0,control
B5000 2 4,10,0,0,control
B5000 2 4,11,0,0,control
B5000 2 4,12,0,0,control
B5000 2 4,13,0,0,control
B5000 2 4,14,1,2.433333,control
B5000 2 4,15,0,0,control
B5000 2 4,16,0,0,control
B5000 2 4,17,1,2.166667,control
B5000 2 4,18,1,1.783333,control
B5000 2 4,19,1,2.433333,control
B5000 2 4,20,1,2.2166667,control
B5000 2 4,21,1,2.733333,control
B5000 2 4,22,1,93.4,control
B5000 2 4,23,4,259.53334,control
B5000 2 4,24,1,61.71667,control
B5002 2 4,1,0,0,control
B5002 2 4,2,0,0,control
B5002 2 4,3,0,0,control
B5002 2 4,4,0,0,control
B5002 2 4,5,0,0,control
B5002 2 4,6,0,0,control
B5002 2 4,7,0,0,control
B5002 2 4,8,1,5.35,control
B5004 2 4,1,0,0,control
B5004 2 4,2,0,0,control
B5004 2 4,3,0,0,control
B5004 2 4,4,0,0,control
B5004 2 4,5,0,0,control
B5004 2 4,6,0,0,control
B5004 2 4,7,0,0,control
B5004 2 4,8,1,5.433333,control
B5004 2 4,9,0,0,control
B5004 2 4,10,0,0,control
B5004 2 4,11,0,0,control
B5004 2 4,12,0,0,control
B5004 2 4,13,0,0,control
B5004 2 4,14,0,0,control
B5004 2 4,15,0,0,control
B5004 2 4,16,0,0,control
B5004 2 4,17,1,1.683333,control
B5004 2 4,18,1,6.7833337,control
B5004 2 4,19,6,19.6666683,control
B5004 2 4,20,8,189.74999,control
B5004 2 4,21,6,325.40001,control
B5004 2 4,22,5,367.7667,control
B5004 2 4,23,2,153.91663,control
B5004 2 4,24,2,222.8,control
B5004 2 4,25,2,290.0834,control
B5004 2 4,26,2,251.2333,control
B5004 2 4,27,4,280.3833,control
B5004 2 4,28,3,350.3667,control
B5004 2 4,29,2,289.15,control
B5004 2 4,30,3,396.8166333,control
B5004 2 4,31,2,246.06663,control
B5004 2 4,32,3,475.5667333,control
B5004 2 4,33,2,214.25,control
B5004 2 4,34,3,495.4001,control
B5004 2 4,35,3,267.93334,control
B5004 2 4,36,4,344.2833333,control
B5004 2 4,37,3,272.4833267,control
B5004 2 4,38,8,294.6333667,control
B5004 2 4,39,4,514.6000633,control
B5004 2 4,40,2,201.50003,control
B5005 2 4,1,0,0,control
B5005 2 4,2,0,0,control
B5005 2 4,3,0,0,control
B5005 2 4,4,1,6.333333,control
B5005 2 4,5,0,0,control
B5005 2 4,6,0,0,control
B5005 2 4,7,0,0,control
B5005 2 4,8,2,12.666667,control
B5005 2 4,9,2,8.416666,control
B5007 2 4,1,0,0,control
B5007 2 4,2,0,0,control
B5007 2 4,3,0,0,control
B5007 2 4,4,0,0,control
B5007 2 4,5,0,0,control
B5007 2 4,6,0,0,control
B5007 2 4,7,0,0,control
B5007 2 4,8,1,4.1,control
B5007 2 4,9,1,2.3,control
B5007 2 4,10,1,4.533333,control
B5007 2 4,11,0,0,control
B5007 2 4,12,1,1.966667,control
B5007 2 4,13,0,0,control
B5007 2 4,14,0,0,control
B5007 2 4,15,0,0,control
B5007 2 4,16,0,0,control
B5007 2 4,17,2,10.166667,control
B5007 2 4,18,3,13.9833333,control
B5007 2 4,19,4,74.5833297,control
B5007 2 4,20,11,266.850007,control
B5007 2 4,21,7,186.59999,control
B5007 2 4,22,9,256.34998,control
B5007 2 4,23,3,52.599997,control
B5007 2 4,24,7,242.75001,control
B5007 2 4,25,4,235.950003,control
B5007 2 4,26,5,223.883367,control
B5007 2 4,27,4,454.4999,control
B5007 2 4,28,4,363.86663,control
B5007 2 4,29,3,317.4167,control
B5007 2 4,30,3,342.85,control
B5007 2 4,31,3,338.2667333,control
B5007 2 4,32,3,327.9166667,control
B5007 2 4,33,3,396.3666667,control
B5007 2 4,34,3,326.8500033,control
B5007 2 4,35,1,117.4,control
B5010 2 4,1,0,0,control
B5010 2 4,2,0,0,control
B5010 2 4,3,0,0,control
B5010 2 4,4,0,0,control
B5010 2 4,5,0,0,control
B5010 2 4,6,0,0,control
B5010 2 4,7,0,0,control
B5010 2 4,8,0,0,control
B5010 2 4,9,0,0,control
B5010 2 4,10,0,0,control
B5010 2 4,11,0,0,control
B5010 2 4,12,0,0,control
B5010 2 4,13,0,0,control
B5010 2 4,14,1,9.016667,control
B5010 2 4,15,0,0,control
B5010 2 4,16,5,29.083333,control
B5012 2 4,1,0,0,control
B5012 2 4,2,0,0,control
B5012 2 4,3,0,0,control
B5012 2 4,4,0,0,control
B5012 2 4,5,0,0,control
B5012 2 4,6,0,0,control
B5012 2 4,7,0,0,control
B5012 2 4,8,0,0,control
B5012 2 4,9,1,3.616667,control
B5012 2 4,10,1,3.15,control
B5012 2 4,11,1,1.7,control
B5012 2 4,12,3,122.78333,control
B5012 2 4,13,0,0,control
B5012 2 4,14,3,253.63334,control
B5012 2 4,15,0,0,control
B5012 2 4,16,1,3.2,control
B5012 2 4,17,5,283.85,control
B5012 2 4,18,4,417.4666,control
B5012 2 4,19,2,245.0834,control
B5012 2 4,20,4,436.9333,control
B5012 2 4,21,4,423.85,control
B5012 2 4,22,4,440.7,control
B5012 2 4,23,3,299.76667,control
B5012 2 4,24,2,188.03337,control
B5012 2 4,25,3,354.9166,control
B5012 2 4,26,3,389.4333,control
B5012 2 4,27,4,455.21666,control
B5013 2 4,1,0,0,control
B5013 2 4,2,0,0,control
B5013 2 4,3,0,0,control
B5013 2 4,4,0,0,control
B5013 2 4,5,0,0,control
B5013 2 4,6,0,0,control
B5013 2 4,7,0,0,control
B5013 2 4,8,1,6.3,control
B5013 2 4,9,0,0,control
B5013 2 4,10,0,0,control
B5013 2 4,11,0,0,control
B5013 2 4,12,1,3.266667,control
B5013 2 4,13,0,0,control
B5013 2 4,14,0,0,control
B5013 2 4,15,0,0,control
B5013 2 4,16,0,0,control
B5013 2 4,17,1,3.05000033,control
B5013 2 4,18,1,2.716667,control
B5013 2 4,19,1,2.0666663,control
B5013 2 4,20,2,5.166667,control
B5013 2 4,21,2,3.2666663,control
B5013 2 4,22,2,10.3833333,control
B5013 2 4,23,4,9.06666597,control
B5013 2 4,24,0,0,control
B5013 2 4,25,2,5.7,control
B5013 2 4,26,1,2.31666667,control
B5013 2 4,27,1,6.4333336,control
B5013 2 4,28,8,52.550003,control
B5013 2 4,29,6,149.216664,control
B5013 2 4,30,5,244.3333367,control
B5013 2 4,31,3,48.08334,control
B5013 2 4,32,4,74.4666633,control
B5016 2 4,1,0,0,control
B5016 2 4,2,0,0,control
B5016 2 4,3,0,0,control
B5016 2 4,4,0,0,control
B5016 2 4,5,0,0,control
B5016 2 4,6,0,0,control
B5016 2 4,7,0,0,control
B5016 2 4,8,1,9.783333,control
B5016 2 4,9,0,0,control
B5016 2 4,10,1,7.733333,control
B5016 2 4,11,0,0,control
B5016 2 4,12,0,0.06666667,control
B5016 2 4,13,0,0,control
B5016 2 4,14,1,4.633333,control
B5016 2 4,15,0,0,control
B5016 2 4,16,0,0,control
B5016 2 4,17,5,16.9333337,control
B5016 2 4,18,2,2.9833333,control
B5016 2 4,19,1,1.266667,control
B5016 2 4,20,3,115.999997,control
B5016 2 4,21,4,216.04999,control
B5016 2 4,22,3,233.63333,control
B5017 2 4,1,0,0,control
B5017 2 4,2,0,0,control
B5017 2 4,3,0,0,control
B5017 2 4,4,0,0,control
B5017 2 4,5,0,0,control
B5017 2 4,6,0,0,control
B5017 2 4,7,0,0,control
B5017 2 4,8,0,0,control
B5017 2 4,9,0,0,control
B5017 2 4,10,0,0,control
B5017 2 4,11,0,0,control
B5017 2 4,12,0,0,control
B5017 2 4,13,0,0,control
B5017 2 4,14,0,0,control
B5017 2 4,15,0,0,control
B5017 2 4,16,0,0,control
B5017 2 4,17,0,0.41666663,control
B5018 2 4,1,0,0,control
B5018 2 4,2,0,0,control
B5018 2 4,3,0,0,control
B5018 2 4,4,0,0,control
B5018 2 4,5,0,0,control
B5018 2 4,6,0,0,control
B5018 2 4,7,0,0,control
B5018 2 4,8,0,0,control
B5018 2 4,9,0,0,control
B5018 2 4,10,0,0,control
B5018 2 4,11,0,0,control
B5018 2 4,12,1,2.35,control
B5018 2 4,13,0,0,control
B5018 2 4,14,0,0,control
B5018 2 4,15,0,0,control
B5018 2 4,16,0,0,control
B5018 2 4,17,0,0,control
B5018 2 4,18,2,11.3333337,control
B5018 2 4,19,5,11.30000003,control
B5018 2 4,20,5,17.3833325,control
B5018 2 4,21,2,10.3666674,control
B5018 2 4,22,1,5.63333357,control
B5018 2 4,23,4,87.61666333,control
B5018 2 4,24,2,154.51666,control
B5018 2 4,25,4,177.53334,control
B5018 2 4,26,3,255.45001,control
B5018 2 4,27,7,444.3,control
B5018 2 4,28,9,555.20001,control
B5018 2 4,29,5,601.5833,control
B5018 2 4,30,2,354.4833666,control
B5019 2 4,1,0,0,control
B5019 2 4,2,0,0,control
B5019 2 4,3,0,0,control
B5019 2 4,4,0,0,control
B5019 2 4,5,0,0,control
B5019 2 4,6,0,0,control
B5019 2 4,7,0,0,control
B5019 2 4,8,1,28.23333,control
B5020 2 4,1,0,0,control
B5020 2 4,2,0,0,control
B5020 2 4,3,0,0,control
